Obs_No,AR #,Obs_Year,Year Live,DaysSinceLive,Reported Number of Employees,EE Year Count,ARR Year Growth,ARR Start,ARR_EndOfYear,BumpOut75K,growth_percent,Product 1,Product 2 ,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16,Product 17,Product 18,Total Product Count,Industry: Agriculture and Natural Resources,Industry: Construction,Industry: Education,Industry: Finance and Insurance,Industry: Healthcare,Industry: Manufacturing,"Industry: Non-Profits, Membership and Human Services",Industry: Public Sector,Industry: Real Estate,Industry: Restaurants and Hospitality,Industry: Retail,Industry: Sports &Entertainment,"Industry: Technology, Professional, and Business Services",Industry: Transportation and Warehousing ,Industry: Utilities and Mining ,Industry: Wholesale Trade,Category_Account Health,RefNo_Cumulative,Connections Attendance,Training Hours,Training Students,Percent of Book,ACT Score,BI Score,Ave P_Score,Model 
94,AXI1001,1,2015,697,159,139,5666,56004,61670,0,0.101171345,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,203,34,1.064763231,96.794916,57.236874,110.3446536,1
95,BAB1001,1,2017,26,239,251,924,72636,73560,0,0.012720965,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,10,1.337312077,117.664391,15.12839,73.3027118,1
96,BAN1006,0,2012,1436,249,264,1292,48312,49604,0,0.026742838,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,126,17,1.819672131,117.002146,18.901015,75.636234,1
97,BAN1006,1,2012,1801,249,259,383,49604,49987,0,0.007721152,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,126,17,1.738721805,111.256418,4.112631,73.341289,1
98,BAN1008,0,2013,976,291,251,8681,67315,75996,1,0.128960856,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1.599623859,98.346377,12.616203,89.33535357,1
99,BAN1013,1,2016,236,222,211,-144,58194,58050,0,-0.002474482,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,22,8,1.305289205,98.646477,11.762015,108.2864296,1
100,BAP1001,0,2002,5183,5804,3000,3750,50000,53750,0,0.075,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,11.15999991,64.595784,1.044294,32.820039,1
101,BAR1002,0,2003,4830,2278,2393,16635,71911,88546,1,0.231327613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5.046632825,69.37536,43.841363,56.6083615,1
102,BAR1004,0,1999,6064,793,720,1222,41457,42679,0,0.029476325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.178232868,9.036163,1.044294,5.0402285,1
103,BAR1004,1,1999,6429,793,689,5976,42679,48655,0,0.140022025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.92,1,2.954337771,30.368201,15.12839,30.368201,1
104,BAR1008,0,2009,2432,565,255,99612,69060,168672,1,1.442397915,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.36251086,48.955522,17.197047,39.7177635,1
105,BAT1002,0,2012,1641,249,222,11161,52587,63748,0,0.212238766,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,161.5,26,1.051165147,90.854513,26.055866,58.4551895,1
106,BAT1002,1,2012,2006,249,242,2402,63748,66150,0,0.037679613,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,161.5,26,0.945254371,94.916689,5.540904,50.2287965,1
107,BEA1001,0,2000,5715,1397,723,48664,55006,103670,1,0.884703487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2.365930599,9.036163,1.044294,5.0402285,1
108,BEA1004,0,2012,1635,217,102,3780,51168,54948,0,0.073874296,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,122.5,34,0.759498124,64.001936,4.240789,42.43382533,1
109,BEA1004,1,2012,2000,217,132,5379,54948,60327,0,0.097892553,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,127,40,0.915265342,66.927326,1.088233,32.59746125,1
110,BEA1006,0,2013,1004,193,199,1440,36360,37800,0,0.03960396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,44.5,7,1.165759076,104.439173,15.902399,73.251374,1
111,BEA1006,1,2013,1369,193,193,1872,37800,39672,0,0.04952381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,44.5,7,1.087539683,98.999355,6.628999,45.131894,1
112,BEB1000,1,2007,3686,5099,182,-19006,52073,33067,0,-0.364987614,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,1.132416794,30.368201,55.49922,29.73082033,1
113,BEC1000,0,2002,5287,286,332,4316,71126,75442,1,0.060681045,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,26,6,1.568381325,132.47842,88.792685,79.29744171,1
114,BEC1001,0,2002,5012,315,293,5714,28198,33912,0,0.202638485,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100,14,1.995012469,100.809445,5.842753,53.326099,1
115,BEC1001,1,2002,5377,315,300,2575,33912,36487,0,0.075931824,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,104,15,1.804670913,93.618508,4.450783,49.0346455,1
116,BEH1001,0,2015,276,142,154,456,46488,46944,0,0.009808983,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.5,7,1.301884357,122.805419,46.191101,106.753602,1
117,BEH1001,1,2015,641,142,149,144,46944,47088,0,0.003067485,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36.5,8,1.285467791,110.477541,23.349449,135.9596278,1
118,BEN1012,1,2017,150,274,277,-11975,59925,47950,0,-0.199833125,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,81.42,26,1.49767209,106.232558,166.906752,83.8821845,1
119,BIL1003,0,2016,2,213,163,-708,49584,48876,0,-0.0142788,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.538480155,36.53273,1.044294,13.76402167,1
120,BIL1003,1,2016,367,213,199,6458,48876,55334,0,0.132130289,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.90547508,100.105212,113.322318,102.3627954,1
121,BIO1002,0,2010,2362,44,38,2468,26621,29089,0,0.092708764,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,35,10,0.458213127,92.708686,274.93419,206.6277223,1
122,BIO1002,1,2010,2727,44,43,-246,29089,28843,0,-0.008456805,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,35,10,0.474502087,100.96088,195.527459,293.769065,1
123,BIO1003,1,2016,543,168,175,2107,62568,64675,0,0.033675361,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,100.5,23,1.267021481,108.73006,350.458624,145.584448,1
124,BIO1005,1,2017,141,337,194,38604,54744,93348,1,0.70517317,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.44585708,64.190928,6.163478,36.651323,1
125,BIR1000,0,2000,5954,698,662,-3879,46250,42371,0,-0.08387027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2.791135135,94.634727,93.836718,94.2357225,1
126,BIR1000,1,2000,6319,698,708,2066,42371,44437,0,0.048759765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,3.258348367,92.179005,12.350751,52.264878,1
127,BLA1001,0,2002,5246,187,169,3836,36321,40157,0,0.105613832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,77,14,0.85147962,9.036163,2.013324,5.5247435,1
128,BLA1001,1,2002,5611,187,178,3551,40157,43708,0,0.08842792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,130.92,19,0.811170213,30.368201,15.12839,30.368201,1
129,BLU1010,0,2016,3,241,199,8436,43296,51732,0,0.194844789,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78.5,17,1.764966741,58.448439,1.136691,26.0010825,1
130,BLU1010,1,2016,368,241,230,8136,51732,59868,0,0.157272095,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,78.5,17,1.707260496,96.669835,9.143109,96.9061512,1
131,BLY1000,1,2005,4551,628,659,17502,72068,89570,1,0.242853971,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,3.083404562,150.955967,80.628114,84.963016,1
132,BLY1001,1,2016,354,98,98,-5190,26532,21342,0,-0.195612845,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1.684305744,106.981063,443.141281,209.4322717,1
133,BMG1000,1,2016,242,147,138,409,50333,50742,0,0.008125882,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,56.5,21,1.225562655,102.665997,37.534868,101.8385098,1
134,BOB1003,0,2011,1830,210,190,4800,44528,49328,0,0.107797341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,8,0.960061444,94.394299,10.815191,52.604745,1
135,BOB1003,1,2011,2195,210,202,3987,49328,53315,0,0.080826306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,8,0.921375921,91.141106,7.382295,49.2617005,1
136,BOH1001,1,2017,179,205,194,4428,53928,58356,0,0.082109479,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,21,10,1.251891411,104.02336,168.612535,109.9181862,1
137,BOR1000,0,2011,1998,163,169,-14196,58620,44424,0,-0.242169908,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,308,53,1.236796315,158.405953,424.550729,187.5681603,1
138,BOR1000,1,2011,2363,163,178,0,44424,44424,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,374.76,79,1.622771475,153.560252,164.265172,181.0111278,1
139,BOR1001,0,2015,430,279,111,6717,46512,53229,0,0.144414345,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,10,2,0.766060372,44.699946,10.054409,33.93588467,1
140,BOR1001,1,2015,795,279,214,16394,53229,69623,0,0.307990005,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,1.338772437,63.059418,5.220103,61.0680364,1
141,BOS1001,0,2003,4868,1142,1020,7737,60446,68183,0,0.127998544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,3.23989518,9.036163,1.044294,5.0402285,1
142,BOS1001,1,2003,5233,1142,1119,4069,68183,72252,0,0.059677632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,3.151030896,165.915168,1.290211,83.6026895,1
143,BOS1007,1,2017,82,157,148,-492,46656,46164,0,-0.010545267,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1.218106996,105.097814,26.472909,60.4453995,1
144,BOS5000,0,2013,1026,201,218,831,27468,28299,0,0.030253386,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,270,24,0.571428571,107.994314,7.434016,51.08249767,1
145,BOS5000,1,2013,1391,201,214,24,28299,28323,0,0.000848087,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,274,25,0.54446461,102.800831,4.392213,64.49292933,1
146,BOY1002,0,2014,550,232,214,6192,72864,79056,1,0.084980237,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.259963768,102.505849,4.564797,64.88316057,1
147,BRA1004,0,2016,171,69,115,432,28449,28881,0,0.015185068,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,63,14,1.406727829,169.965925,41.75243,208.0230054,1
148,BRA1004,1,2016,536,69,88,-624,28881,28257,0,-0.0216059,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,67.5,21,1.060351096,124.877391,8.337072,218.229323,1
149,BRI1004,0,2008,2824,174,187,7080,73980,81060,1,0.095701541,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0.872060016,135.891417,207.530577,187.2436628,1
150,BRI1005,1,2008,3189,436,277,20712,62609,83321,1,0.330815059,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1.473294118,61.533787,40.103359,96.22173817,1
151,BRI1009,0,2012,1396,271,296,15300,51588,66888,0,0.2965806,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,90,22,1.290997906,116.94489,8.132067,46.345925,1
152,BRI1009,1,2012,1761,271,291,1260,66888,68148,0,0.01883746,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,91.5,25,1.252960172,113.003585,12.321299,89.32606625,1
153,BRI1011,0,2015,388,272,258,3748,65541,69289,0,0.057185578,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.547042959,102.737097,32.041954,122.2750193,1
154,BRI1011,1,2015,753,272,278,6556,69289,75845,1,0.094618193,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1.576793452,108.965467,29.541014,145.9618536,1
155,BRI5001,0,2016,56,233,209,276,62988,63264,0,0.004381787,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.875976376,101.7312,5.647321,5.647321,1
156,BRI5001,1,2016,421,233,208,23713,63264,86977,1,0.374826125,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0.867981791,101.7312,2.251116,21.99411225,1
157,BSQ1000,0,2011,1767,125,115,8840,39312,48152,0,0.224867725,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,122,26,0.974130037,147.699993,149.345976,181.439238,1
158,BSQ1000,1,2011,2132,125,130,2410,48152,50562,0,0.050049842,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,1,127,28,0.963822894,139.722955,83.370715,162.9474234,1
159,BUI1001,0,2011,1921,194,210,-180,34902,34722,0,-0.005157298,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,3,1.353790614,110.073171,2.178836,48.316221,1
160,BUI1001,1,2011,2286,194,199,348,34722,35070,0,0.010022464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,3,1.28954608,106.802723,2.490294,47.45863467,1
161,BUI1003,0,2016,3,178,165,984,47064,48048,0,0.0209077,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1.430392657,9.036163,2.736386,17.9997895,1
162,BUI1003,1,2016,368,178,167,3930,48048,51978,0,0.081793207,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,29.42,12,1.418081918,90.650993,29.909584,76.5187285,1
163,BUN1001,0,2010,2314,212,898,-24109,59043,34934,0,-0.408329523,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26.5,4,1.095061856,163.552117,38.55022,92.5890268,1
164,BUN1001,1,2010,2679,212,851,849,34934,35783,0,0.024302971,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,26.5,4,1.753946035,135.27996,3.778342,97.2246924,1
165,BUR1005,0,2008,3013,386,405,9649,45253,54902,0,0.213223433,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,44,8,1.718331521,108.462193,1.044294,54.7532435,1
166,BUR1005,1,2008,3378,386,372,4954,54902,59856,0,0.090233507,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,46,9,1.382234656,96.371841,1.088233,48.730037,1
167,CAB1002,0,2010,2363,221,176,18649,35904,54553,0,0.519412879,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90.5,21,1.102941176,91.988619,227.710216,109.968269,1
168,CAB1002,1,2010,2728,221,203,11929,54553,66482,0,0.218668084,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,93.5,23,1.14984437,94.883623,111.713185,170.0971042,1
169,CAL1006,0,2014,725,301,311,-1020,63792,62772,0,-0.015989466,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,129.5,24,1.740453348,114.691158,9.256299,77.13251575,1
170,CAL1006,1,2014,1090,301,306,3732,62772,66504,0,0.059453259,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,129.5,24,2.032785318,106.981063,5.57107,76.23354975,1
171,CAP1003,0,2007,3194,466,427,1708,71391,73099,0,0.023924584,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1.722575863,104.616957,7.592889,88.52261683,1
172,CAP1003,1,2007,3559,466,445,8851,73099,81950,1,0.121082368,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1.753248352,106.078552,11.393936,120.0314078,1
173,CAP1009,0,2015,296,238,215,6234,65705,71939,0,0.094878624,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1.256517729,88.317222,72.325009,211.5815182,1
174,CAP1009,1,2015,661,238,237,7642,71939,79581,1,0.106228888,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1.265073204,101.315129,91.667897,190.5428003,1
175,CAP1012,0,2016,60,216,193,5202,61710,66912,0,0.084297521,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,5,1.538745746,94.379113,1.223047,48.0120638,1
176,CAP1012,1,2016,425,216,208,4974,66912,71886,0,0.074336442,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.5,8,1.529411765,97.329927,1.346105,77.68361313,1
177,CAR1023,0,2010,2369,296,312,4235,67851,72086,0,0.062416177,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37,6,1.200159172,178.251484,455.73785,299.2420557,1
178,CAR1023,1,2010,2734,296,312,-662,72086,71424,0,-0.009183475,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37,6,1.181591936,165.915168,443.141281,284.446541,1
179,CAR1031,1,2012,1846,55,216,-1627,74684,73057,0,-0.021785121,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1.067214253,165.915168,443.141281,279.0133606,1
180,CAS1006,0,2010,2361,136,175,-29,50820,50791,0,-0.000570641,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,79.5,18,1.105371901,131.028277,11.452427,143.1935633,1
181,CAS1006,1,2010,2726,136,152,1913,50791,52704,0,0.037664153,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,79.5,18,0.96064339,116.618043,9.383717,129.8761202,1
182,CAS1008,0,2011,1732,2206,500,0,58197,58197,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2.860960417,9.036163,2.30256,3.15418875,1
183,CAT1004,0,2008,2858,323,305,3519,74197,77716,1,0.047427794,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1.270198234,103.073633,139.046804,114.071376,1
184,CAT1009,1,2017,52,96,93,300,37824,38124,0,0.007931472,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.010548858,104.245474,15.12839,115.135492,1
185,CEL1004,0,2014,821,135,137,736,27797,28533,0,0.026477677,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,27,9,1.522912215,98.550604,4.773235,84.11845283,1
186,CEL1004,1,2014,1186,135,134,2413,28533,30946,0,0.084568745,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,28,11,1.45115571,92.740175,2.916714,106.064158,1
187,CEL1006,0,2016,171,99,91,2820,42792,45612,0,0.065900168,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,25,8,0.944195177,69.16068,7.94969,31.37686333,1
188,CEL1006,1,2016,536,99,96,5298,45612,50910,0,0.116153644,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,26.92,10,0.959747435,71.787224,12.992839,52.43655088,1
